EventId,Mean,STDDEVI,STDDEVC,EXPVAL,RATE
2848553,146066.774250895,338562.402038241,202696.243232534,179449353.5307,1.58844274564758E-05
2848555,5944258.40422326,3809769.95666217,2986460.62617289,484374068.0215,1.77330560696088E-06
2848556,98132.9188421616,178363.732780406,146456.857145726,276491986.4496,2.56333155742391E-07
2848557,355694.119577373,691275.54619941,356977.244743351,91774721.4922,1.89831198540712E-05
2848560,1063.98442731053,9043.86763213947,1595.97664096579,9007464,1.13806457766374E-05
2848561,165988.914777523,254485.018643551,246587.226809341,297266469,4.50665449173837E-05
2848562,29082.9358251823,83122.9727078659,43600.4400478803,100794757.3998,1.07559712568431E-06
2848565,873315.220316798,771304.166201936,1245968.37769508,2165884717.5255,5.36063026014253E-05
2848566,613995.384051575,947119.43064466,659196.380965824,269197969.368,2.05792438614997E-07
2848567,60827.8359000166,117384.06412123,90948.1356663707,199857733.2147,1.26440790880741E-05
2848568,56289.2467091058,152931.692196183,83550.2254105379,94307667.6744,1.90851474593406E-07
2848569,36980.2305066364,71349.101507481,55441.2895392374,198201873,2.19117518441039E-05
2848570,364403.026509828,628984.46490088,403314.033246882,234819831,7.70186657273888E-06
2848571,3549540.22267011,2674777.99564736,1635108.26529392,144371829,8.55914796717452E-06
2848573,158266.706933468,319639.250608475,218893.835546361,324668583,1.58501135285356E-07
2848574,549184.825608772,801961.750448043,625442.861099307,261074073.8333,3.30524522684833E-06
2848576,484041.922017693,246480.076590349,726047.318972792,2869708119,0.000263182519245079
2848578,4659713.34505726,3410149.21402611,1977434.62644619,277679485.9431,3.24920813210889E-07
2848579,80273.0936744913,131685.657610896,120038.880953225,301024590.4398,1.33454067427564E-06
2848580,7468201.36117231,4176764.20078298,3637296.88662524,276112158.251,7.88152148208418E-06
2848581,191043.679546223,479265.696243594,214672.289294645,90448002,3.78185335260522E-07
2848583,1567744.09180929,1739580.60157352,939457.687415171,129821212.8656,8.57545383734151E-06
2848584,667.131582633611,5670.61845238569,1000.69737395042,9007464,3.43099961909267E-06
2848585,93268.1279749623,225454.85730956,137329.104188831,154529046.9063,3.69977128902221E-06
2848587,4615885.3240215,3173265.02289034,2579590.1332328,232620690.405,2.02800882298851E-05
2848588,3407461.93221167,1932721.23341267,4098554.05227955,4001867857.5885,1.01572060284916E-06
2848589,241934.836896204,503937.355591303,286279.190706003,254269531.7705,3.75853749903901E-06
2848590,4676557.91323639,3278240.77375533,2356062.47524978,289713225.1583,1.18784795460522E-06
2848592,470451.360322022,773948.893354913,557152.237105501,276281513.5111,2.60482833100975E-06
2848593,48513.0544022619,71504.7403408244,72769.5816033929,333364320,1.03972019495583E-05
2848595,4104938.25730559,3003639.41655192,2664567.56088496,482133316.8702,8.64585020392972E-06
2848596,878623.947953867,1026710.91551494,966617.153073329,297266469,0.000149667008074572
2848597,4920797.14849848,3276441.08501909,2686815.70389023,337831279.3136,2.94019374309506E-05
2848598,187403.410810558,115251.445984798,281085.729268392,2526564924,2.79710097929546E-06
2848601,9602300.00006171,4955307.68064398,4144714.91063209,371273474.8029,7.43384357981883E-06
2848603,1004492.75756623,1263316.57299554,844871.445270601,144371829,7.17125679763173E-05
2848604,797380.220252649,1064305.64397098,856883.048530283,223832603.8998,2.34981168402254E-05
2848605,155877.090390689,388513.275015678,199529.520724588,144371829,6.8037432036142E-06
2848607,52879.3519707634,101636.901270356,79188.2910600106,203237727.6642,1.11561821734394E-05
2848611,32003918.3484671,9149414.21596429,10361888.287891,329572041.5146,9.71846992616842E-07
2848612,8799.77331609207,34075.8137801767,13199.6599741381,53408163.728,1.94080278128978E-05
2848613,877251.683687074,1182854.65122209,767963.977414954,235894282.9963,1.22362500722555E-06
2848615,421727.184391559,739243.240579874,432929.733526643,144371829,5.68660919369146E-06
2848616,27002.9525113201,78968.0586634394,40466.8452773095,90966242.01,9.25224153874185E-08
2848617,1762094.72601688,1855075.29195649,1512555.91842014,285808854.7548,0.000154507857458093
2848618,6119656.94845263,4197771.20542521,2316907.17693945,294635047.0257,5.54381656466919E-07
2848619,146029.666507289,269899.589123252,208223.769667955,377691034.3858,4.89282578053061E-07
2848621,71.8522468955442,610.744098612126,107.778370343316,9007464,3.46048856072225E-07
2848626,266238.044126017,443280.710732574,386665.471687619,234220581,2.24494750751299E-05
2848627,33557.388923084,64954.7532266622,50317.7497398129,198201873,4.441398848336E-05
2848628,20582.4780070258,46965.1278181155,30873.7170105387,153629880,2.67987303101079E-05
2848629,442056.427480321,669743.059782336,764164.487319103,144371829,5.66199807647264E-06
2848630,2121916.7041342,1983502.21268401,1267516.59809386,241743900.6567,8.5659856103239E-06
2848631,3876714.53788749,3019268.54346104,1822136.3734104,273952471.6706,3.19260457972168E-07
2848632,13592612.1623207,6246520.31470818,4340596.65798173,269247464.6675,0.000172728773906054
2848633,191788.489175118,472131.736787618,220639.817551414,94504503.9448,3.78336101217624E-05
2848634,39061.2629761578,69929.5639947914,58591.8944642367,239623623.9918,1.90169014099228E-05
2848636,1046869.35325745,1260350.14607974,956028.422179084,244964683.9733,5.29543624799821E-05
2848638,4489.66319567463,16547.2127788385,11234.0083102379,63147687,2.862017370806E-06
2848640,14441430.7681524,6150974.67305803,6848041.5845133,572606223.6199,6.03167897228259E-07
2848641,3861.2066934717,16339.5139999991,9496.85795137517,36097851,2.49335427929731E-06
2848642,50447.6545067237,121785.578322923,123194.214743576,90448002,5.54048790097268E-06
2848643,188058.914151007,432562.241767064,238886.720057552,90448002,3.93288113525124E-06
2848644,3272530.59701613,2590431.05971662,2094008.71113244,229460891.0994,2.45625507369619E-05
2848645,797209.681059123,1051379.53743378,928307.292941067,248917454.1334,6.87694711422586E-07
2848646,12063192.4368174,5719632.44229966,4626577.92046691,247466528.4177,1.88698493090551E-05
2848647,409751.299775249,612857.779468981,521535.33702649,309035307.9477,6.71613608191598E-06
2848648,369796.551560814,552144.955706717,666767.798598835,234819831,3.24767075544528E-06
2848650,224188.258771302,406753.531730254,311052.268935742,198201873,2.68557849169992E-05
2848652,45435.7526005456,87613.5007304823,68078.2452204164,198201873,6.18711448606275E-06
2848654,1962441.87259859,1853683.13698414,1463892.57529895,240351237.5355,1.59314951078733E-05
2848655,2004136.58909483,1463368.25595988,2380802.68708239,3130145307.699,1.87554400325504E-06
2848656,157339.44405857,317725.488070225,217175.92282808,288649875,5.14344525607541E-07
2848657,8228.6284207082,24836.9655860054,12342.9426310623,81181320,2.1530280581501E-05
2848658,71443.041372048,170380.993585465,105966.451898701,180713934,0.000129709425162309
2848659,68912.6988485523,121930.956550673,103338.296955395,234220581,8.94352054164212E-06
2848660,71872.3037566157,123898.944451222,107807.616936882,234220581,8.7931563758607E-08
2848662,523834.333808207,762799.612101241,612663.966685467,244551952.9068,3.53824126948744E-05
2848663,420427.684342088,726032.38538247,439781.381111941,144371829,4.17504078277261E-07
2848664,60469.1045970193,104015.86737328,90703.2858782827,252233550,2.92351929424611E-06
2848666,12830367.6021028,5957603.02903681,4867603.47813362,410783985.2892,1.51086874500994E-05
2848669,2245648.29877708,2123879.70389638,1719853.076863,236007466.5402,3.37559854100382E-05
2848671,227381.7828621,119897.609839085,341072.67429315,2526564924,3.6790834539136E-05
2848672,59499.2088279701,102813.192754017,89248.5462237453,234220581,1.05200988381082E-05
2848673,182.067309283635,1107.51376357674,273.100963925452,18012969,2.90590246559572E-05
2848674,594944.352415319,847235.926711567,678250.40442373,203948960.1996,9.88421157789742E-06
2848675,612981.86524721,911508.688033399,585930.725359028,145621030.1118,3.93721820205859E-06
2848676,192999.374919645,451165.046503424,213311.40778666,144371829,1.19808808379007E-06
2848679,5621078.27098812,3537158.38737888,2885269.89396272,488560321.8973,1.1278631304688E-06
2848681,87101.7783751141,127938.288111951,130512.217940402,353610536.9688,2.11989759191254E-06
2848682,222.767253219478,423.404348954543,334.150879829217,180923745,7.84745328902705E-05
2848683,168092.745498004,441991.593809529,193795.220166352,90448002,1.00098480264825E-06
2848685,143033.863283681,244887.676278565,213008.189812389,234220581,1.67424790429166E-05
2848688,1165574.12068287,1403414.71695801,892278.390290542,149338171.4757,8.10595601185154E-06
2848689,1676121.65895356,1772789.32951036,1431437.42587749,236236394.3931,3.70260238599757E-06
2848690,30074.0787842591,40199.0919177533,45111.1181763886,423955527,4.65297466231786E-05
2848692,693888.047481037,927565.976883988,746363.413422271,199390922.7396,3.42221743756948E-05
2848693,37573.4539749629,65315.5394803898,56360.1809624443,234220581,3.05060291103125E-06
2848694,45762.0747066444,108102.459143281,68284.9660492754,144371829,0.000222540720447931
2848695,51226.6538024532,98591.2926994196,76709.5511406648,198201873,1.82707505977963E-06
2848696,838744.603674728,1136695.69575054,997847.607957033,280335669.4631,8.5441123196876E-06
2848697,876839.684574055,378127.883516932,1314836.39666822,4217105073,4.24331399083842E-06
2848699,2569.15306454094,11119.5378387001,6580.50534016806,27132945,6.9626590395773E-06
